Work_ID,Title,Year,Cited_by,Authors,Author_IDs,Concepts
W2747485148,Principles of Data Mining,2002,1729,Ann E. Smith,A5103753717,Computer science; Data science; Data mining
W1958058086,Anvi’o: an advanced analysis and visualization platform for ‘omics data,2015,1727,A. Murat Eren; Özcan C. Esen; Christopher Quince; Joseph H. Vineis; Hilary G. Morrison; Mitchell L. Sogin; Tom O. Delmont,A5083768969; A5065085763; A5030580316; A5071426768; A5029254834; A5029144285; A5028531834,Metagenomics; Visualization; Computer science
W2979906316,How artificial intelligence will change the future of marketing,2019,1727,Thomas H. Davenport; Abhijit Guha; Dhruv Grewal; Timna Breßgott,A5018910159; A5101532092; A5076693618; A5037418745,Extant taxon; Task (project management); Computer science
W3152367353,Applied Choice Analysis,2005,1727,David A. Hensher; John M. Rose; William H. Greene,A5045678583; A5003751353; A5014400133,Multinomial logistic regression; Discrete choice; Interpretation (philosophy)
W3217485783,AACR Project GENIE: Powering Precision Medicine through an International Consortium,2017,1726,Fabrice André; Mónica Arnedos; Alexander S. Baras; José Baselga; Philippe L. Bédard; Michael F. Berger; Mariska Bierkens; Fabien Calvo; Ethan Cerami; Debyani Chakravarty; Kristen K. Dang; Nancy E. Davidson; Catherine Del Vecchio Fitz; Semih Doğan; Raymond N. DuBois; Matthew D. Ducar; P. Andrew Futreal; Jianjiong Gao; Francisco Moacir Pinheiro Garcia; Stuart M. Gardos; Christopher D. Gocke; Benjamin Groß; Justin Guinney; Zachary Heins; Stephanie Hintzen; Hugo M. Horlings; Jan Hudeček; David M. Hyman; Suzanne Kamel‐Reid; Cyriac Kandoth; Walter Kinyua; Priti Kumari; Ritika Kundra; Marc Ladanyi; Céline Lefèbvre; Michele L. Lenoue-Newton; Eva M. Lepisto; Mia Levy; Neal I. Lindeman; James Lindsay; David Liu; Zhibin Lu; Laura E. MacConaill; Ian Maurer; David S. Maxwell; Gerrit A. Meijer; Funda Meric‐Bernstam; Christine Micheel; Clinton Miller; Gordon B. Mills; Nathanael D. Moore; Petra M. Nederlof; Larsson Omberg; John A. Orechia; Ben Ho Park; Trevor J. Pugh; Brendan Reardon; Barrett J. Rollins; Mark J. Routbort; Charles L. Sawyers; Deborah Schrag; Nikolaus Schultz; Kenna Shaw; Priyanka Shivdasani; Lillian L. Siu; David B. Solit; Gabe S. Sonke; Jean Charles Soria; Parin Sripakdeevong; Natalie Stickle; Thomas Stricker; Shawn M. Sweeney; Barry S. Taylor; Jelle J. ten Hoeve; Stacy B. Thomas; Eliezer M. Van Allen; Laura van ’t Veer; Tony van de Velde; Harm van Tinteren; Victor E. Velculescu; Carl Virtanen; Emile E. Voest; Lucy Lu Wang; Chetna Wathoo; Stuart Watt; Celeste Yu; Thomas Yu; Emily Yu; Ahmet Zehir; Hongxin Zhang,A5001814176; A5086379442; A5062308537; A5004300577; A5041145711; A5037092952; A5015421052; A5104097888; A5071787046; A5000774517; A5054057834; A5044143691; A5063474492; A5041511123; A5090373031; A5022657765; A5067102201; A5014978419; A5110223512; A5015799751; A5026776372; A5026873890; A5080308005; A5045112642; A5030464190; A5043980504; A5068850297; A5068193017; A5086730784; A5009112568; A5088425267; A5011878961; A5001208934; A5046345178; A5104109891; A5033331204; A5050222564; A5030770357; A5035004148; A5064325544; A5100739514; A5005732843; A5088965709; A5036083644; A5028719276; A5077029853; A5076426660; A5063641807; A5056224038; A5005221518; A5042793052; A5079501701; A5038454932; A5059647545; A5091723009; A5072207500; A5074845302; A5060446154; A5045943632; A5034963668; A5088893766; A5033125884; A5067055882; A5017624277; A5000204204; A5102710156; A5048535376; A5110246280; A5066011359; A5005430646; A5071523883; A5059836393; A5053532132; A5044976762; A5078843841; A5039044023; A5014135109; A5042818392; A5031176507; A5006560755; A5035022718; A5060207753; A5001778694; A5086884743; A5032150107; A5062030678; A5068469075; A5111547080; A5013778834; A5100777470,Precision medicine; Cancer; Identification (biology)
W2910705748,"Definitions, methods, and applications in interpretable machine learning",2019,1725,William J. Murdoch; Chandan Singh; Karl Kumbier; Reza Abbasi-Asl; Bin Yu,A5057838960; A5017514239; A5013534934; A5029714016; A5100646137,Interpretability; Computer science; Artificial intelligence
W2129383046,The Disaggregation of Within-Person and Between-Person Effects in Longitudinal Models of Change,2010,1724,Patrick J. Curran; Daniel J. Bauer,A5032597774; A5079209268,Salient; Covariate; Psychology
W2089221493,Analysis of Human Genetic Linkage.,1992,1723,A. W. F. Edwards; J Ott,A5109908960; A5003589225,Linkage (software); Statistical genetics; Data science
W2950865323,Edge Intelligence: Paving the Last Mile of Artificial Intelligence With Edge Computing,2019,1723,Zhi Zhou; Xu Chen; En Li; Liekang Zeng; Ke Luo; Junshan Zhang,A5100760218; A5100385692; A5100738931; A5055161955; A5063549704; A5027033026,Edge computing; Edge device; Computer science
W3012413426,Calculating the sample size required for developing a clinical prediction model,2020,1723,Richard D Riley; Joie Ensor; Kym I E Snell; Frank E. Harrell; Glen P. Martin; Johannes B. Reitsma; Karel G.M. Moons; Gary S. Collins; Maarten van Smeden,A5040942978; A5009368181; A5049252097; A5042352003; A5026108472; A5007039126; A5083104697; A5060891981; A5067519537,Sample size determination; Computer science; Sample (material)
W1496830972,Handling Qualitative Data: A Practical Guide,2005,1722,Lyn Richards,A5087063301,Qualitative property; Coding (social sciences); Computer science
W4236066262,Analysis of Panel Data,2003,1722,Chêng Hsiao,A5109308582,Endogeneity; Panel data; Estimator
W2531587846,Genomics is failing on diversity,2016,1721,Alice B. Popejoy; Stephanie M. Fullerton,A5034574728; A5012859357,Diversity (politics); Precision medicine; Genomics
W4243932450,Process Mining,2016,1721,Wil M. P. van der Aalst,A5069762894,Context (archaeology); Process (computing); Field (mathematics)
W1964138333,The integrative future of taxonomy,2010,1720,José M. Padial; Aurélien Miralles; Ignacio De la Riva; Miguel Vences,A5042926577; A5026074661; A5088691677; A5027223455,Taxonomy (biology); Biology; Extant taxon
W1504980317,Research Methods in Business Studies: A Practical Guide,1995,1718,Pervez Ghauri; Kjell Grønhaug,A5017019326; A5069417623,Computer science; Data science; Data collection
W14082013,Methods for cosinor-rhythmometry.,1979,1716,Wayne E. Nelson; Yuen-Chai Tong; J K Lee; F Halberg,A5108187434; A5109687163; A5077907941; A5045884538,Computer science; Data science; Statistics
W2084728935,Patient reported outcome measures could help transform healthcare,2013,1716,Nick Black,A5012222147,Outcome (game theory); Patient-reported outcome; Health care
W2560696927,Soil Map of the World,1962,1716,John Doe,A5112235197,Citation; Computer science; Information retrieval
W2157581667,Homo Heuristicus: Why Biased Minds Make Better Inferences,2009,1714,Gerd Gigerenzer; Henry Brighton,A5002330321; A5078251011,Heuristics; Exploit; Computer science
W3135550350,Deep Learning for Anomaly Detection,2021,1713,Guansong Pang; Chunhua Shen; Longbing Cao; Anton van den Hengel,A5039104219; A5006294869; A5000798681; A5028024287,Anomaly detection; Computer science; Deep learning
W1614686989,Knowledge-Based Intelligent Information and Engineering Systems,2008,1712,Rossitza Setchi; Ivan Jordanov; Robert J. Howlett; Lakhmi C. Jain,A5006534137; A5016380277; A5003674186; A5108075502,Computer science; Information engineering; Information system
W2029088861,Co-word analysis as a tool for describing the network of interactions between basic and technological research: The case of polymer chemsitry,1991,1712,Michel Callon; J Courtial; Françoise Laville,A5110349370; A5110009605; A5033717573,Scientometrics; Field (mathematics); Computer science
W2088202114,A review on Hilbert‐Huang transform: Method and its applications to geophysical studies,2008,1711,Norden E. Huang; Zhaohua Wu,A5110969892; A5087187626,Hilbert–Huang transform; Computer science; Data science
W1483736078,A Field Guide to Genetic Programming,2008,1708,Riccardo Poli; William B. Langdon; Nicholas Freitag McPhee,A5101670626; A5112258107; A5007077416,Genetic programming; Domain (mathematical analysis); Computer science
W2079806904,Photochemistry on nonreactive and reactive (semiconductor) surfaces,1993,1708,Prashant V. Kamat,A5061425161,Citation; Altmetrics; Social media
W2096369236,The need for evidence-based conservation,2004,1708,William J. Sutherland; Andrew S. Pullin; Paul M. Dolman; Teri Knight,A5077493578; A5006797117; A5082522017; A5046292906,Anecdote; Conservation science; Mythology
W2141665750,Interorganizational Networks at the Network Level: A Review of the Empirical Literature on Whole Networks,2007,1707,Keith G. Provan; Amy Fish; Jörg Sydow,A5079518831; A5038549160; A5058671187,Table (database); Management science; Empirical research
W2147072925,Using and Reporting the Delphi Method for Selecting Healthcare Quality Indicators: A Systematic Review,2011,1704,Rym Boulkedid; Hendy Abdoul; Marine Loustau; Olivier Sibony; Corinne Alberti,A5079107212; A5027611835; A5007414973; A5007403756; A5036577995,Delphi method; Delphi; Quality (philosophy)
W2150060382,Digital image restoration,1997,1703,M.R. Banham; Aggelos K. Katsaggelos,A5077778976; A5048650003,Image restoration; Computer science; Field (mathematics)
W2171894968,BOLD : The Barcode of Life Data System (www.barcodinglife.org),2007,1703,Sujeevan Ratnasingham; Paul D. N. H Ebert,A5046508393; A5108099257,Barcode; World Wide Web; Workbench
W30738615,The Natural Regulation of Animal Numbers,1955,1703,S. A. Barnett,A5110134501,Natural (archaeology); Computer science; Computational biology
W1487521087,Mass Communication Theory — An Introduction,1994,1702,Denis McQuail,A5087882199,Computer science; Observational study; Ideation
W2025564775,A review on continuous wave functional near-infrared spectroscopy and imaging instrumentation and methodology,2013,1702,Felix Scholkmann; Stefan Kleiser; Andreas Metz; Raphael Zimmermann; Juan Mata Pavia; Ursula Wolf; Martin Wolf,A5051702844; A5061357288; A5068125473; A5018537656; A5009274269; A5067262680; A5073005521,Instrumentation (computer programming); Modality (human–computer interaction); Computer science
W2779812635,The preregistration revolution,2018,1702,Brian A. Nosek; Charles R. Ebersole; Alexander C. DeHaven; David Thomas Mellor,A5081641856; A5091284629; A5088937298; A5043865112,Hindsight bias; Credibility; Optimal distinctiveness theory
W1983833794,Scientific workflow management and the Kepler system,2005,1700,Bertram Ludäscher; İlkay Altıntaş; Chad Berkley; Dan Higgins; E. Jaeger; Matthew B. Jones; Edward A. Lee; Jing Tao; Yang Zhao,A5057600294; A5028701796; A5036716822; A5008154232; A5018221130; A5081390013; A5009831760; A5100845026; A5101996979,Workflow; Computer science; Data science
W4210377299,Gut microbiome and health: mechanistic insights,2022,1699,Willem M. de Vos; Herbert Tilg; Matthias Van Hul; Patrice D. Cani,A5054572740; A5050626665; A5042192451; A5070336660,Microbiome; Computational biology; Gut microbiome
W3012690941,Covid-19: risk factors for severe disease and death,2020,1698,Rachel Jordan; Peymané Adab; Kar Keung Cheng,A5103963171; A5071393935; A5019779203,Coronavirus disease 2019 (COVID-19); 2019-20 coronavirus outbreak; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)
W2608515760,"MicrobiomeAnalyst: a web-based tool for comprehensive statistical, visual and meta-analysis of microbiome data",2017,1697,Achal Dhariwal; Jasmine Chong; Salam M. Habib; Irah L. King; Luis B. Agellon; Jianguo Xia,A5047579444; A5109264362; A5045308624; A5082836266; A5014569062; A5073663029,Profiling (computer programming); Visualization; Microbiome
W2049607688,Empirical Analysis of an Evolving Social Network,2006,1694,Gueorgi Kossinets; Duncan J. Watts,A5066696247; A5000679279,Social network (sociolinguistics); Closure (psychology); Similarity (geometry)
W2097814478,Best practices for missing data management in counseling psychology.,2010,1693,Gabriel L. Schlomer; Sheri Bauman; Noel A. Card,A5045551872; A5050632803; A5000591994,Missing data; Imputation (statistics); Psychology
W2107294940,Two case studies of open source software development,2002,1693,Audris Mockus; Roy T. Fielding; James D. Herbsleb,A5067199285; A5000608628; A5056032814,Computer science; Open source; Source code
W2964236337,Deep learning for sentiment analysis: A survey,2018,1690,Lei Zhang; Shuai Wang; Bing Liu,A5101443524; A5100631479; A5100339927,Computer science; Deep learning; Sentiment analysis
W2081375810,Extracting product features and opinions from reviews,2005,1689,Ana-Maria Popescu; Oren Etzioni,A5080992296; A5110184338,Computer science; Context (archaeology); Product (mathematics)
W3012041784,Characterising the Digital Twin: A systematic literature review,2020,1689,David Jones; Chris Snider; Aydin Nassehi; Jason Yon; Ben Hicks,A5040571473; A5021207555; A5090382744; A5088800687; A5020406696,Terminology; Computer science; Data science
W340056678,"Statistics for High-Dimensional Data: Methods, Theory and Applications",2011,1688,Peter Bhlmann; Sara van de Geer,A5079101342; A5033661683,Computer science; Variety (cybernetics); Mathematical statistics
W1553692161,Polymer Data Handbook,2009,1685,James E. Mark,A5112007647,Polymer; Polymer science; Key (lock)
W2134584261,Explaining collaborative filtering recommendations,2000,1684,Jonathan L. Herlocker; Joseph A. Konstan; John Riedl,A5109877919; A5037387341; A5028357447,Collaborative filtering; Transparency (behavior); Recommender system
W4247973484,Carbon Nanotubes,2001,1684,M. S. Dresselhaus; G. Dresselhaus; Phaedon Avouris,A5000793722; A5071443193; A5039879536,Carbon nanotube; Nanotechnology; Field (mathematics)
W4388290870,Applied Smoothing Techniques for Data Analysis,1997,1682,Adrian Bowman; Adelchi Azzalini,A5047122287; A5003527982,Smoothing; Nonparametric statistics; Computer science
W2103018059,The Unreasonable Effectiveness of Data,2009,1681,Alon Halevy; Peter Norvig; Fernando Pereira,A5067621853; A5080389385; A5044708805,Computer science; Domain (mathematical analysis); Expressive power
W1177209620,Qualitative research synthesis,2015,1680,Craig Lockwood; Zachary Munn; Kylie Porritt,A5037231711; A5073208432; A5081723617,Pragmatism; Systematic review; Qualitative research
W2406624004,Lecture notes in control and information sciences,1991,1680,J.D. Aplevich,A5014401839,Control (management); Library science; Computer science
W1579692813,Program Evaluation: Alternative Approaches and Practical Guidelines,1987,1677,Jody Fitzpatrick; James R. Sanders; Blaine R. Worthen,A5032874512; A5036207014; A5031966340,Variety (cybernetics); Management science; Computer science
W2599784308,Science Mapping: A Systematic Review of the Literature,2017,1675,Chaomei Chen,A5018100309,Conceptualization; Scope (computer science); Data science
W2096974619,Structural Topic Models for Open‐Ended Survey Responses,2014,1674,Margaret E. Roberts; Brandon Stewart; Dustin Tingley; Christopher Lucas; Jetson Leder‐Luis; Shana Kushner Gadarian; Bethany Albertson; David G. Rand,A5082742221; A5113226689; A5002798141; A5031463408; A5041923525; A5020189261; A5063124604; A5056499434,Computer science; Data science; Coding (social sciences)
W2091957194,Moving beyond multiple regression analysis to algorithms: Calling for adoption of a paradigm shift from symmetric to asymmetric thinking in data analysis and crafting theory,2013,1673,Arch G. Woodside,A5082016079,Qualitative comparative analysis; Data science; Computer science
W2002569379,Patents and innovation counts as measures of regional production of new knowledge,2002,1670,Zoltán J. Ács; Luc Anselin; Attila Varga,A5047313495; A5054616540; A5065544460,Knowledge production; Production (economics); Externality
W2144554277,Mobile cloud computing: A survey,2012,1669,Niroshinie Fernando; Seng W. Loke; Wenny Rahayu,A5040164786; A5049314231; A5052695968,Computer science; Cloud computing; Mobile cloud computing
W3211779138,Multivariable association discovery in population-scale meta-omics studies,2021,1668,Himel Mallick; Ali Rahnavard; Lauren J. McIver; Siyuan Ma; Yancong Zhang; Long H. Nguyen; Timothy L. Tickle; George Weingart; Boyu Ren; Emma Schwager; Suvo Chatterjee; Kelsey N. Thompson; Jeremy E. Wilkinson; Ayshwarya Subramanian; Yiren Lu; Levi Waldron; Joseph N. Paulson; Eric A. Franzosa; Héctor Corrada Bravo; Curtis Huttenhower,A5008740510; A5050595648; A5055202207; A5101896312; A5091823129; A5100623040; A5049288816; A5021685640; A5049679555; A5068121952; A5076220623; A5011222294; A5067395204; A5031387460; A5053860485; A5052283192; A5079235139; A5066321584; A5048253009; A5008844345,Computational biology; Scale (ratio); Multivariable calculus
W1993977866,Linked Data: Evolving the Web into a Global Data Space,2011,1665,Tom Heath; Christian Bizer; Bebo White,A5068591642; A5076876024; A5101707433,Computer science; Linked data; World Wide Web
W159321140,Qualitative Content Analysis: Theoretical Background and Procedures,2014,1664,Philipp Mayring,A5022002894,Content analysis; Qualitative analysis; Codebook
W2103103282,"What are ontologies, and why do we need them?",1999,1664,B. Chandrasekaran; John R. Josephson; V. Richard Benjamins,A5002065279; A5085304082; A5059861745,Computer science; IDEF5; Knowledge management
W1596902544,Analysing Data and Undertaking Meta‐Analyses,2008,1663,Jonathan J Deeks; Julian P. T. Higgins; Douglas G. Altman,A5009420648; A5031195893; A5042962646,Data science; Meta-analysis; Computer science
W2092124750,Quantifying social group evolution,2007,1659,Gergely Palla; Albert‐László Barabási; Tamás Vicsek,A5035349918; A5038976962; A5066728847,Clique; Set (abstract data type); Computer science
W3083909202,The Delphi Method: An Experimental Study of Group Opinion,1969,1659,Norman C. Dalkey,A5016891004,Delphi; Delphi method; Group (periodic table)
W2611736676,Visualizing Data,1993,1658,William S. Cleveland,A5085384388,Computer science; Visualization; Construct (python library)
W2164768649,Verification and validation of simulation models,2012,1656,Robert G. Sargent,A5110145015,Computer science; Verification and validation of computer simulation models; Model validation
W1813659000,Information processing in dynamical systems: foundations of harmony theory,1986,1654,Paul Smolensky,A5088217655,Cognitive science; Computer science; Information processing
W2024228866,The text mining handbook: advanced approaches in analyzing unstructured data,2007,1653,Ronen Feldman; James R. Sanger,A5111407570; A5111733486,Unstructured data; Computer science; Data science
W2080211902,Evaluating Amazon's Mechanical Turk as a Tool for Experimental Behavioral Research,2013,1652,Matthew J. C. Crump; John V. McDonnell; Todd M. Gureckis,A5055854017; A5084640227; A5083572203,Crowdsourcing; Computer science; Stroop effect
W2033872649,Linear Model Selection by Cross-validation,1993,1650,Jun Shao,A5102006927,Akaike information criterion; Cross-validation; Model selection
W2990391527,Physics of semiconductor devices /2nd edition/,1981,1648,Simon M. Sze,A5109956184,Engineering physics; Computer science; Data science
W1553296127,"Statistics for experimenters: design, innovation, and discovery",2006,1647,George E. P. Box; J. Stuart Hunter; William G. Hunter,A5112669993; A5063221269; A5113521305,Data science; Computer science; Statistics
W2128476487,"Big data: a revolution that will transform how we live, work, and think",2014,1646,Katharine Fairlie Armstrong,A5052533579,Narrative; Work (physics); Qualitative research
W2168103533,Taverna: a tool for the composition and enactment of bioinformatics workflows,2004,1646,Tom Oinn; Matthew Addis; Justin Ferris; Darren Marvin; Martin Senger; Mark Greenwood; Tim Carver; Kevin Glover; Matthew Pocock; Anil Wipat; Peter Li,A5108230088; A5066194053; A5075939360; A5075252925; A5041778517; A5111945604; A5004650526; A5026799752; A5109242321; A5089978830; A5064435741,Workflow; Workbench; Computer science
W1541048963,Systematic Reviews: Rationale for systematic reviews,1994,1645,Cynthia D. Mulrow,A5031204654,Systematic review; Reliability (semiconductor); Computer science
W2465681871,MEGAN Community Edition - Interactive Exploration and Analysis of Large-Scale Microbiome Sequencing Data,2016,1644,Daniel H. Huson; Sina Beier; Isabell Flade; Anna Górska; Mohamed El-Hadidi; Suparna Mitra; Hans‐Joachim Ruscheweyh; Rewati Tappu,A5026094905; A5072032403; A5034841481; A5005623010; A5069484090; A5026270215; A5006162777; A5081302220,Metagenomics; Shotgun sequencing; Computer science
W2952837230,Moving beyond P values: data analysis with estimation graphics,2019,1644,Joses Ho; Tayfun Tumkaya; Sameer Aryal; Hyungwon Choi; Adam Claridge‐Chang,A5074661435; A5010253693; A5022992793; A5081303849; A5023691842,Computer science; Graphics; Plot (graphics)
W2028197392,Digital image steganography: Survey and analysis of current methods,2009,1642,Abbas Cheddad; Joan Condell; Kevin Curran; Paul Mc Kevitt,A5084177418; A5045752970; A5002868461; A5112070100,Steganography; Steganography tools; Computer science
W2935024989,NetworkAnalyst 3.0: a visual analytics platform for comprehensive gene expression profiling and meta-analysis,2019,1641,Guangyan Zhou; Othman Soufan; Jessica Ewald; Robert E. W. Hancock; Niladri Basu; Jianguo Xia,A5110918844; A5074769323; A5040084733; A5066530115; A5089429080; A5073663029,Biology; Gene expression profiling; Profiling (computer programming)
W1539987097,A Guide to Conducting a Systematic Literature Review of Information Systems Research,2010,1640,Chitu Okoli; Kira Schabram,A5044798459; A5020703070,Systematic review; Management science; Data science
W2042893014,Building operations management theory through case and field research,1998,1640,Jack R. Meredith,A5091204501,Generalizability theory; Field (mathematics); Computer science
W1975348168,Software agents: an overview,1996,1637,Hyacinth S. Nwana,A5111430240,Typology; Banner; Context (archaeology)
W2153014491,Microsatellites for ecologists: a practical guide to using and evaluating microsatellite markers,2006,1637,Kimberly A. Selkoe; Robert J. Toonen,A5102970672; A5090976184,Microsatellite; Genotyping; Quality (philosophy)
W3011439212,Tutorial on agent-based modelling and simulation,2010,1637,Charles M. Macal; Michael North,A5069616469; A5027434411,Computer science; Variety (cybernetics); Multi-agent system
W3093868212,"SMART: recent updates, new developments and status in 2020",2020,1637,Ivica Letunić; Supriya Khedkar; Peer Bork,A5072645674; A5061927798; A5074309419,Biology; Computational biology; Data science
W2335755599,Bitcoin and Beyond: A Technical Survey on Decentralized Digital Currencies,2016,1636,Florian Tschorsch; Björn Scheuermann,A5070786624; A5049715028,Digital currency; Computer science; Protocol (science)
W1894414046,Time-series clustering – A decade review,2015,1634,Saeed Aghabozorgi; Ali Seyed Shirkhorshidi; Teh Ying Wah,A5063698407; A5080885621; A5082364037,Cluster analysis; Computer science; Data mining
W4395010520,Beyond Mobile Payments: Exploring the Evolution and Future of Fintech (BY IJISRT),2024,1634,Mushtaq Ahmad Shah; Khomane Harish; Shradha; Kutlu Hansda; Diksha Chowdhury; Sakshi Yadav,A5000849745; A5108146756; A5095837964; A5095837965; A5008497658; A5101378440,Payment; Mobile payment; Data science
W2063109506,Fundamental Research Statistics for the Behavioral Sciences.,1971,1633,Garrett K. Mandeville; John Roscoe,A5053051824; A5031174180,Statistics; Psychology; Mathematics
W2951103577,"The brain imaging data structure, a format for organizing and describing outputs of neuroimaging experiments",2016,1633,Krzysztof J. Gorgolewski; Tibor Auer; Vince D. Calhoun; R. Cameron Craddock; Samir Das; Eugene Duff; Guillaume Flandin; Satrajit Ghosh; Tristan Glatard; Yaroslav O. Halchenko; Daniel A. Handwerker; Michael Hanke; David B. Keator; Xiangrui Li; Zachary Michael; Camille Maumet; B. Nolan Nichols; Thomas E. Nichols; John Pellman; Jean‐Baptiste Poline; Ariel Rokem; Gunnar Schaefer; Vanessa Sochat; William Triplett; Jessica A. Turner; Gaël Varoquaux; Russell A. Poldrack,A5021701251; A5031381840; A5032850756; A5065821998; A5067079228; A5000197633; A5029378962; A5051194003; A5075952219; A5074058957; A5052710368; A5001354938; A5090453718; A5100676870; A5028840898; A5028412465; A5037158865; A5056453682; A5025533753; A5069918313; A5057244887; A5033195688; A5088788949; A5070420986; A5005182829; A5074733625; A5046868253,Computer science; Neuroimaging; Metadata
W1918320041,Research Methods in Physical Activity,1990,1632,Jerry R. Thomas; Jack Nelson,A5034501148; A5032819411,Management science; Research design; Engineering ethics
W2129886664,GIS-based land-use suitability analysis: a critical overview,2003,1632,Jacek Malczewski,A5076019323,Scope (computer science); Geographic information system; Context (archaeology)
W3137875885,Web of Science (WoS) and Scopus: The Titans of Bibliographic Information in Today’s Academic World,2021,1632,Raminta Pranckutė,A5050717060,Scopus; Computer science; Metadata
W1590183771,Bayesian Reasoning and Machine Learning,2012,1629,David Barber,A5101763101,Toolbox; Computer science; Artificial intelligence
W2151530263,Information visualization and visual data mining,2002,1629,Daniel A. Keim,A5073919282,Visualization; Computer science; Information visualization
W2164175962,Water and waste water filtration. Concepts and applications,1971,1626,Kuan-Mu Yao; Mohammad T. Habibian; Charles R. O’Melia,A5024058688; A5009857857; A5029329155,Citation; Computer science; Social media
W2940239237,Sampling Methods in Research Methodology; How to Choose a Sampling Technique for Research,2016,1626,Hamed Taherdoost,A5104109959,Sampling (signal processing); Computer science; Sample (material)
W3099802519,Hyperparameters and tuning strategies for random forest,2019,1626,Philipp Probst; Marvin N. Wright; Anne‐Laure Boulesteix,A5103275418; A5087084229; A5015152016,Hyperparameter; Computer science; Random forest
W2065267852,The case of the misleading funnel plot,2006,1623,Joseph Lau; John P. A. Ioannidis; Norma Terrin; Christopher H. Schmid; Ingram Olkin,A5110856495; A5070446713; A5082409926; A5101973849; A5013693751,Funnel plot; Funnel; Plot (graphics)
W2087442202,Empirical research methods in operations management,1990,1623,Barbara B. Flynn; Sadao Sakakibara; Roger G. Schroeder; Kimberly Bates; Edward J. Flynn,A5009953359; A5071033758; A5005065868; A5047343850; A5023040600,Empirical research; Computer science; Tying
W2141631351,Opinion observer,2005,1622,Bing Liu; Minqing Hu; Junsheng Cheng,A5100339927; A5010530364; A5062999710,Computer science; Benchmarking; Product (mathematics)
W2796408370,Analyzing Social Settings,1974,1622,Toby S. Levy; John Lofland,A5011187773; A5044405182,Computer science; Data science; Psychology
W2142406320,Privacy-preserving data publishing,2010,1620,Benjamin C. M. Fung; Ke Wang; Rui Chen; Philip S. Yu,A5021788449; A5100360129; A5100403639; A5036357902,Data publishing; Computer science; Publishing
W1495198430,Advances in experimental social psychology,1964,1619,Leonard Berkowitz; Mark P. Zanna; James M. Olson,A5109809631; A5020298857; A5059868777,Field (mathematics); Globe; Psychology
W2523989294,Intelligence: Knowns and unknowns.,1996,1618,Ulric Neisser; Gwyneth M. Boodoo; Jr. Bouchard Thomas J.; A. Wade Boykin; Nathan Brody; Stephen J. Ceci; Diane F. Halpern; John C. Loehlin; Robert Perloff; Robert J. Sternberg; Susana Urbina,A5110067860; A5035532547; A5096873586; A5108466127; A5048270936; A5054349463; A5088772440; A5078021451; A5075106250; A5049597789; A5020517633,Psychology; Data science; Computer science
W2106220766,The statistical analysis of crash-frequency data: A review and assessment of methodological alternatives,2010,1617,Dominique Lord; Fred Mannering,A5089797666; A5070617875,Crash; Framing (construction); Strengths and weaknesses
W2155272711,On agent-based software engineering,2000,1617,Nicholas R. Jennings,A5036583884,Computer science; Situated; Software engineering
W2117645142,"Affect Detection: An Interdisciplinary Review of Models, Methods, and Their Applications",2010,1615,Rafael A. Calvo; Sidney K. D’Mello,A5013835523; A5008316506,Affect (linguistics); Multidisciplinary approach; Modalities
W2126581182,Sentiment Analysis and Subjectivity,2010,1613,Liu Bing,A5100888818,Feeling; Sentiment analysis; Computer science
W2799449427,Exploratory Factor Analysis: A Guide to Best Practice,2018,1613,Marley W. Watkins,A5029763803,Exploratory factor analysis; Psychology; Exploratory research
W2117366235,Data quality assessment,2002,1612,Leo L. Pipino; Yang W. Lee; Richard Y. Wang,A5036196741; A5022575513; A5028196606,USable; Computer science; Quality (philosophy)
W2293626007,Social Network Analysis: Methods and Applications,1995,1610,Lazega Emmanuel; Stanley Wasserman; Katherine Faust,A5046147418; A5110328496; A5013955991,Social network analysis; Computer science; Data science
W2165568289,Computational thinking and thinking about computing,2008,1608,Jeannette M. Wing,A5109185793,Field (mathematics); Computational thinking; Computer science
W2483014731,The Complexity of Cooperation: Agent-Based Models of Competition and Collaboration,1997,1608,Robert Axelrod,A5005640779,Dilemma; Computer science; Reading (process)
W2018941284,Magnetic field effects in chemical kinetics and related phenomena,1989,1607,Ulrich E. Steiner; Thomas Ulrich,A5050917014; A5054887427,Citation; Icon; Computer science
W2024414262,Model Updating In Structural Dynamics: A Survey,1993,1606,John E. Mottershead; Michael I. Friswell,A5022237206; A5071729507,Finite element method; Base (topology); Test (biology)
W1507156144,Pattern and Process in Macroecology,2000,1603,Kevin J. Gaston; Tim M. Blackburn,A5069071290; A5000176084,Macroecology; Process (computing); Data science
W2336148134,A Qualitative Framework for Collecting and Analyzing Data in Focus Group Research,2009,1603,Anthony J. Onwuegbuzie; Wendy B. Dickinson; Nancy L. Leech; Annmarie Gorenc Zoran,A5011074768; A5059431000; A5037286012; A5061506120,Focus group; Focus (optics); Qualitative research
W2914721378,Graph Neural Networks for Social Recommendation,2019,1603,Wenqi Fan; Yao Ma; Qing Li; Yuan He; Eric Zhao; Jiliang Tang; Dawei Yin,A5043696243; A5101568942; A5100404176; A5102025805; A5038631529; A5040639891; A5101771060,Computer science; Recommender system; Social graph
