Id,Label,Degree
A5053028480,Felix Naumann,1
A5049101411,Nicola Rieke,16
A5005826595,Jonny Hancox,16
A5100461989,Wenqi Li,16
A5054234902,Fausto Milletarì,16
A5043710204,Holger R. Roth,16
A5038615871,Shadi Albarqouni,16
A5043497448,Spyridon Bakas,16
A5087628438,Mathieu Galtier,16
A5075735203,Bennett A. Landman,16
A5027292126,Klaus Maier‐Hein,16
A5082106258,Sébastien Ourselin,16
A5055311901,Micah Sheller,16
A5016047550,Ronald M. Summers,16
A5112521305,Andrew Trask,16
A5052339079,Daguang Xu,16
A5016665254,Maximilian Baust,16
A5077080413,M. Jorge Cardoso,16
A5046982519,Peter Kerpedjiev,16
A5056094388,Nezar Abdennur,16
A5038027438,Fritz Lekschas,16
A5086002452,Chuck McCallum,16
A5022287420,Kasper Dinkla,16
A5084459196,Hendrik Strobelt,16
A5013180076,Jacob M. Luber,16
A5069778333,Scott Ouellette,16
A5040091685,Alaleh Azhir,16
A5058179549,Nikhil Kumar,16
A5029910400,Jeewon Hwang,16
A5100443294,Soohyun Lee,30
A5084957565,B. Alver,16
A5043151044,Hanspeter Pfister,16
A5017406892,Leonid A. Mirny,18
A5022028438,Peter J. Park,16
A5003873307,Yongxin Liao,3
A5055533093,Fernando Deschamps,3
A5071102319,Eduardo de Freitas Rocha Loures,3
A5029752773,Luiz Felipe Pierin Ramos,3
A5103237306,Daniele Ravì,6
A5020397100,Charence Wong,6
A5082776788,Fani Deligianni,6
A5026267997,Melissa Berthelot,6
A5029626997,Javier Andreu-Pérez,6
A5063187094,Benny Lo,6
A5085036036,Guang‐Zhong Yang,27
A5058114693,Paul J. Flory,0
A5005452016,Uthayasankar Sivarajah,3
A5075998474,Muhammad Mustafa Kamal,3
A5030777326,Zahir Irani,3
A5089722731,Vishanth Weerakkody,3
A5033028704,Christian Nitzl,2
A5028360723,José L. Roldán,2
A5080376504,Gabriel Cepeda‐Carrión,2
A5109701520,Craig Knox,21
A5016892404,Vivian Law,13
A5018899558,Timothy Jewison,13
A5107842111,P. Liu,13
A5061539308,Sowath Ly,13
A5001426360,Alex Frolkis,13
A5041465714,Allison Pon,13
A5098258012,K. Banco,13
A5072169523,C. Mak,13
A5003117330,Vanessa Neveu,13
A5065759390,Yannick Djoumbou-Feunang,21
A5068598932,Roman Eisner,21
A5113668291,An Chi Guo,13
A5003573061,David S. Wishart,21
A5104053243,John J. McArdle,0
A5065255983,Richard Challis,4
A5046795642,E. G. Richards,4
A5082718561,Jeena Rajan,4
A5072348463,Guy Cochrane,75
A5060637041,Mark Blaxter,4
A5112313921,Marilyn Domas White,1
A5024579734,Emily Marsh,1
A5081210186,Enrique Estellés-Arolas,1
A5036890838,Fernando González-Ladrón-de-Guevara,1
A5019365851,Weitao Yang,1
A5109105804,Wilfried J. Mortier,1
A5081744093,Lars Bäckström,4
A5111936847,D.P. Huttenlocher,3
A5019027303,Xiangyang Lan,3
A5015678021,Günter Blöschl,1
A5089753390,Murugesu Sivapalan,1
A5056692594,Nigel Shadbolt,2
A5000716606,Wendy Hall,2
A5034549483,Inbal Nahum‐Shani,6
A5012173435,Shawna N. Smith,6
A5089501244,Bonnie Spring,6
A5003570906,Katie Witkiewitz,6
A5051918150,Ambuj Tewari,6
A5070589969,Susan A. Murphy,6
A5066151491,Behnam Fahimnia,2
A5088407334,Joseph Sarkis,2
A5061315152,Hoda Davarzani,2
A5106707885,Iain Murray,1
A5010159807,Matthew Graham,1
A5017946236,Clemens Vonrhein,7
A5086669256,Claus Flensburg,7
A5091281566,Peter M. Keller,7
A5073147029,Andrew Sharff,7
A5033571581,Oliver S. Smart,7
A5111693696,W. A. Paciorek,7
A5057670157,Thomas Womack,7
A5017228838,G. Bricogne,7
A5070580886,Artem Cherkasov,19
A5029916489,Eugene Muratov,19
A5072029339,Denis Fourches,19
A5070041767,Alexandre Varnek,19
A5090062144,Igor I. Baskin,19
A5054905346,Mark T.D. Cronin,28
A5022996768,John C. Dearden,19
A5019204603,Yvonne C. Martin,19
A5032671962,Roberto Todeschini,19
A5043814662,Viviana Consonni,19
A5038070251,V. Е. Kuz’min,19
A5007003686,Richard D. Cramer,19
A5084913709,Romualdo Benigni,19
A5049809721,Chihae Yang,19
A5011553144,James F. Rathman,19
A5087036803,Lothar Terfloth,19
A5038599370,Johann Gasteiger,19
A5056766192,Ann M. Richard,19
A5078536199,Alexander Tropsha,19
A5020382851,Frank Biocca,2
A5059966605,Chad Harms,2
A5084506996,Judee K. Burgoon,2
A5063405664,Tor Bernhardsen,0
A5042870769,Brian L. Sullivan,31
A5109005994,Christopher Wood,31
A5026933718,Marshall J. Iliff,31
A5061017610,Rick Bonney,35
A5069370648,Daniel Fink,31
A5090261891,Steve Kelling,31
A5053602492,Malte D. Luecken,1
A5083128670,Fabian J. Theis,51
A5023638095,Daniel A. Dias,2
A5079004431,Sylvia Urban,2
A5062149146,Ute Roessner,2
A5103420482,Daniel S. Fabricant,1
A5111201728,N.R. Farnsworth,1
A5085298812,Dariu M. Gavrila,0
A5010323699,Elaine Barnett-Page,1
A5027495745,Cai-Nicolas Ziegler,3
A5018869470,Sean M. McNee,3
A5113532644,Georg Lausen,3
A5048824585,Emily Namey,3
A5021751465,Mario Chen,2
A5048812627,M. J. AITKEN,0
A5033985291,Richard Peacock,1
A5045303016,Gregory Piateski,1
A5069443963,William Frawley,3
A5080087902,Charles Kemp,3
A5077079119,Thomas L. Griffiths,3
A5001961716,Noah D. Goodman,102
A5100751322,Jianxing He,5
A5069439888,Sally L. Baxter,5
A5003488506,Jie Xu,5
A5059667203,Jiming Xu,5
A5025243684,Xingtao Zhou,5
A5100432232,Kang Zhang,5
A5003923565,Michael J. Berry,1
A5065779673,Gordon S. Linoff,2
A5076124284,Janis L. Dickinson,2
A5089557883,Benjamin Zuckerberg,2
A5032937427,David N. Bonter,2
A5100381262,Hyejin Kim,2
A5022865746,Justine S. Sefcik,2
A5012959369,Christine Bradway,2
A5010317706,Russell E. Glasgow,7
A5021102279,Samantha M. Harden,7
A5089629735,Bridget Gaglio,7
A5041740426,Borsika A. Rabin,7
A5028764694,Matthew Lee Smith,7
A5024620186,Gwenndolyn C. Porter,7
A5007421500,Marcia G. Ory,7
A5059017693,Paul A. Estabrooks,7
A5082386906,Xavier A. Harrison,8
A5037888306,Lynda Donaldson,8
A5081606974,Maria Correa-Cano,8
A5047304796,Julian Evans,8
A5070787491,David N. Fisher,8
A5044120111,Cecily Goodwin,8
A5018628930,Beth Robinson,8
A5007916091,David J. Hodgson,8
A5007305440,Stuart Russell,1
A5080389385,Peter Norvig,3
A5040662271,Guanling Chen,1
A5091796724,David Kotz,1
A5048664245,Philip N. Lehner,0
A5075644721,Alban Ramette,0
A5101868939,Ali Borji,1
A5054494771,Laurent Itti,1
A5059054710,Conrad L. Schoch,15
A5048363065,Stacy Ciufo,15
A5058504203,Michael Domrachev,15
A5037025217,Carol L. Hotton,15
A5014213209,Sivakumar Kannan,15
A5063717817,Rogneda Khovanskaya,15
A5047952076,Detlef D. Leipe,15
A5108669314,Richard McVeigh,15
A5113683944,Kathleen O’Neill,15
A5003319402,Barbara Robbertse,15
A5066620220,Shobha Sharma,15
A5002554529,Vladimir Soussov,15
A5045083947,John P. Sullivan,15
A5023211831,Lu Sun,15
A5088835802,Seán Turner,15
A5018297273,Ilene Karsch‐Mizrachi,86
A5027454515,Karan Singhal,31
A5047463591,Shekoofeh Azizi,31
A5059213795,Tao Tu,31
A5063201022,S. Sara Mahdavi,31
A5100657725,Jason Lee,31
A5051828575,Hyung Won Chung,31
A5030765685,Nathan Scales,31
A5088063475,Ajay Kumar Tanwani,31
A5069557194,Heather Cole-Lewis,31
A5021812637,Stephen Pfohl,31
A5014637990,Perry W. Payne,31
A5058677067,Martin Seneviratne,31
A5090718376,Paul Gamble,31
A5026540467,Christopher Kelly,33
A5066029226,Abubakr Babiker,31
A5007588003,Nathanael Schärli,31
A5055969617,Aakanksha Chowdhery,31
A5086361722,P. Mansfield,31
A5046764593,Dina Demner‐Fushman,31
A5044698998,Blaise Agüera y Arcas,31
A5060000122,Dale R. Webster,31
A5065128060,Yossi Matias,31
A5057932939,Juraj Gottweis,31
A5078784976,Yun Liu,31
A5043862316,Joëlle Barral,31
A5010171106,Christopher Semturs,31
A5103234563,Vivek Natarajan,31
A5113706710,Rachel E. Sherman,14
A5008758398,Steven A. Anderson,14
A5084218210,Gerald J. Dal Pan,14
A5110866481,Gerry Gray,14
A5058875088,Thomas P. Gross,14
A5071178429,Nina L. Hunter,14
A5026070714,Lisa M. LaVange,14
A5075251319,Danica Marinac‐Dabic,14
A5000410098,Peter Marks,14
A5057720075,Melissa A. Robb,14
A5113600826,Jeffrey Shuren,14
A5111808927,Robert Temple,14
A5077949718,Janet Woodcock,14
A5113876890,Lilly Q. Yue,14
A5060829829,Robert M. Califf,14
A5110158196,KennethD. Bailey,0
A5022176859,Thomas B. Moeslund,1
A5028026306,Erik Granum,1
A5100449595,Jing Yang,46
A5078581787,Parker B. Antin,46
A5042838758,Geert Berx,140
A5079923302,Cédric Blanpain,46
A5076332139,Thomas Brabletz,46
A5019521298,Marianne Bronner‐Fraser,46
A5030889201,Kyra Campbell,46
A5108089795,Amparo Cano,46
A5072888728,Jordi Casanova,46
A5072271891,Gerhard Christofori,46
A5026004030,Shoukat Dedhar,46
A5068725149,Rik Derynck,46
A5023441926,Heide L. Ford,46
A5078343672,Jonas Fuxe,46
A5097855966,Antonio García de Herreros,46
A5063977754,Gregory J. Goodall,46
A5014695527,Anna‐Katerina Hadjantonakis,46
A5014898667,Ruby Yun‐Ju Huang,46
A5077146250,Chaya Kalcheim,46
A5004654560,Raghu Kalluri,46
A5046534881,Yibin Kang,46
A5018351867,Yeesim Khew‐Goodall,46
A5036939761,Herbert Levine,46
A5100611766,Jinsong Liu,46
A5088714641,Gregory D. Longmore,46
A5078596004,Sendurai A. Mani,46
A5055628562,Joan Massagué,46
A5046270274,Roberto Mayor,46
A5063102867,David R. McClay,46
A5076973759,Keith E. Mostov,46
A5091769537,Donald F. Newgreen,46
A5023445425,M. Ángela Nieto,46
A5035151954,Alain Puisieux,46
A5022394159,Raymond B. Runyan,46
A5002455905,Pierre Savagner,46
A5057187872,Ben Z. Stanger,46
A5032655156,Marc P. Stemmler,46
A5003402825,Yoshiko Takahashi,46
A5035344252,Masatoshi Takeichi,46
A5089504932,Eric Théveneau,46
A5039283945,Jean Paul Thiery,46
A5029344208,Erik W. Thompson,46
A5012557712,Robert A. Weinberg,46
A5052143564,Elizabeth D. Williams,46
A5022028189,Jianhua Xing,46
A5008517264,Binhua P. Zhou,46
A5029439512,Guojun Sheng,46
A5100879699,Paul Sabatier,0
A5101937942,James J. Thomas,1
A5112855730,Kristin Cook,1
A5005026857,Michelle O’Reilly,1
A5056210021,Nicola Parker,1
A5030783380,Dawn C. Parker,4
A5082379114,Steven M. Manson,4
A5011271066,Marco A. Janssen,4
A5084245609,Matthew J. Hoffmann,4
A5060484206,Peter Deadman,4
A5069576651,Rishi Bommasani,99
A5027693232,Drew A. Hudson,99
A5015355317,Ehsan Adeli,99
A5084043782,Russ B. Altman,99
A5055978130,Simran Arora,99
A5009828979,Sydney von Arx,99
A5076189854,Michael S. Bernstein,99
A5021676288,Jeannette Bohg,99
A5088410008,Antoine Bosselut,99
A5084989076,Emma Brunskill,99
A5038255653,Erik Brynjolfsson,99
A5019482456,Shyamal Buch,99
A5070767948,Dallas Card,99
A5005608407,Rodrigo Castellon,99
A5033738047,Niladri S. Chatterji,99
A5074961334,Annie Chen,99
A5050985956,Kathleen Creel,99
A5047265330,Jared Quincy Davis,99
A5052171928,Dorottya Demszky,99
A5019674079,Chris Donahue,99
A5061135580,Moussa Doumbouya,99
A5001994692,Esin Durmus,99
A5091179481,Stefano Ermon,99
A5071371645,John Etchemendy,99
A5070411028,Kawin Ethayarajh,99
A5100450462,Li Fei-Fei,99
A5005431772,Chelsea Finn,99
A5032764769,Trevor Gale,99
A5042379226,Lauren Gillespie,99
A5063897942,Karan Goel,99
A5030406488,Shelby Grossman,99
A5068178240,Neel Guha,99
A5015518638,Tatsunori Hashimoto,99
A5049073875,Peter Henderson,104
A5075075495,John Hewitt,99
A5058408154,Daniel E. Ho,99
A5054737143,Jenny Hong,99
A5055442462,Kyle Hsu,99
A5032074795,Jing Huang,99
A5079244248,Thomas Icard,99
A5112853549,Saahil Jain,99
A5087088138,Dan Jurafsky,99
A5011684148,Pratyusha Kalluri,99
A5066892638,Siddharth Karamcheti,99
A5020476329,Geoff Keeling,99
A5039473897,Fereshte Khani,99
A5015201177,Omar Khattab,99
A5079904764,Pang Wei Koh,99
A5063737268,Mark Krass,99
A5032451496,Ranjay Krishna,99
A5080647450,Rohith Kuditipudi,99
A5014379995,Ananya Kumar,99
A5074277807,Faisal Ladhak,99
A5100756491,Mina Lee,99
A5070994105,Tong Lee,99
A5040012627,Isabelle Levent,99
A5075181115,Xiang Lisa Li,99
A5100752870,Xuechen Li,99
A5101821970,Tengyu Ma,99
A5041464552,Ali Ahmad Malik,99
A5046006076,Christopher D. Manning,99
A5008545107,Suvir Mirchandani,99
A5074009646,Eric Mitchell,99
A5039717840,Zanele Munyikwa,99
A5101603882,Suraj Nair,99
A5039749428,Avanika Narayan,99
A5079514101,Deepak Narayanan,99
A5035267335,Benjamin T. Newman,99
A5018535992,Allen Nie,99
A5018518655,Juan Carlos Niebles,99
A5091221987,Hamed Nilforoshan,99
A5017688180,Julian Nyarko,99
A5019464639,Giray Ogut,99
A5054285881,Laurel Orr,99
A5023621106,Isabel Papadimitriou,99
A5016998074,Joon-Sung Park,99
A5074969309,Chris Piech,99
A5001944487,Eva Portelance,99
A5042601761,Christopher Potts,99
A5031731960,Aditi Raghunathan,99
A5017349449,Rob Reich,99
A5103198578,Hongyu Ren,99
A5050798856,Frieda Rong,99
A5088352526,Yusuf Roohani,99
A5051264071,Camilo Ruiz,99
A5063387701,Jack Ryan,99
A5103852640,Christopher Ré,99
A5080725225,Dorsa Sadigh,99
A5028645925,Shiori Sagawa,99
A5026521456,Keshav Santhanam,99
A5065371323,Andy Shih,99
A5101973028,Krishnan Srinivasan,99
A5081558429,Alex Tamkin,99
A5017940830,Rohan Taori,99
A5070255304,Armin W. Thomas,99
A5006851333,Florian Tramèr,157
A5030480633,Rose E. Wang,99
A5100702488,William Yang Wang,99
A5019998558,Partha Pratim Ray,0
A5061026797,Samuel Fosso Wamba,8
A5046110173,Angappa Gunasekaran,8
A5017644589,Shahriar Akter,8
A5055316667,Steven Ji-fan Ren,5
A5074611888,Rameshwar Dubey,5
A5052327280,Stephen J. Childe,5
A5050401668,Buddhisha Udugama,9
A5075236445,Pranav Kadhiresan,9
A5005621215,H Kozłowski,9
A5080817995,Ayden Malekjahani,9
A5012276436,Matthew Osborne,9
A5042974708,Vanessa Y. C. Li,9
A5035939791,Hongmin Chen,9
A5048551155,Samira Mubareka,9
A5007833843,Jonathan B. Gubbay,9
A5012312127,Warren C. W. Chan,9
A5051532930,Charlotte M. Echtner,1
A5108527440,J. R. Brent Ritchie,1
A5062073470,Marijn Janssen,2
A5071518229,Yannis Charalabidis,2
A5057024015,Anneke Zuiderwijk,2
A5072570980,John M. Chambers,1
A5033495203,Sean J. Taylor,1
A5043715747,Benjamin Letham,1
A5031363132,Michael Röder,2
A5071736571,Andreas Both,2
A5073994390,Alexander Hinneburg,2
A5020448160,Louis Rea,1
A5068395945,Richard A. Parker,1
A5100671324,Li Deng,0
A5086549023,Ronnie Kosloff,0
A5070908224,Joshua C. Denny,6
A5086913048,Joni L. Rutter,6
A5101565604,David B. Goldstein,6
A5113977519,Anthony Philippakis,6
A5044998046,Jordan W. Smoller,6
A5009963669,G. Mark Jenkins,6
A5015105082,Eric Dishman,6
A5083830744,Michael Drummond,1
A5064944466,Tom Jefferson,1
A5085160573,Carmen Moreno,23
A5023150016,Til Wykes,23
A5032931781,Silvana Galderisi,23
A5036554086,Merete Nordentoft,26
A5034573116,Nicolás Crossley,23
A5090436832,Nev Jones,23
A5006791816,Mary Cannon,23
A5056944189,Christoph U. Correll,23
A5058945443,Louise Byrne,23
A5080487330,Sarah Carr,23
A5100731451,Eric Chen,23
A5038113594,Philip Gorwood,23
A5020016936,Sonia Johnson,23
A5032890562,Hilkka Kärkkäinen,23
A5071039477,John H. Krystal,23
A5100651769,Jimmy Lee,23
A5075093461,Jeffrey A. Lieberman,23
A5065925140,Carlos López‐Jaramillo,23
A5043215816,Miia Männikkö,23
A5060623563,Michael R. Phillips,23
A5021932877,Hiroyuki Uchida,23
A5061926369,Eduard Vieta,23
A5036734827,Antonio Vita,23
A5002872855,Celso Arango,23
A5111736504,Hung-An Kao,2
A5058203572,Shanhu Yang,2
A5011978745,Pasquale Lops,2
A5020864885,Marco de Gemmis,2
A5059814300,Giovanni Semeraro,2
A5032533885,Yulan Guo,5
A5071855633,Hanyun Wang,5
A5036921959,Qingyong Hu,5
A5100458743,Hao Liu,5
A5100418783,Li Liu,5
A5009750573,Mohammed Bennamoun,5
A5057539565,Luiz André Barroso,1
A5020047928,Urs Hölzle,1
A5108195967,B. Avron,0
A5090031182,Raymond Lee,94
A5019077587,Sierra Moxon,94
A5109599893,Anushya Muruganugan,94
A5034108611,Kimberly Van Auken,94
A5061454628,Jolene Ramsey,94
A5034376777,Maria Cristina Aspromonte,94
A5070111385,María Victoria Nugnes,94
A5024889834,Federica Quaglia,94
A5066560665,Silvio C. E. Tosatto,94
A5070136515,Saadullah H. Ahmed,94
A5074965794,Praoparn Asanitthong,94
A5075271287,Diana Luna Buitrago,94
A5034238912,Meltem N Erdol,94
A5086346331,Matthew Gage,94
A5018527602,Mohamed Ali Kadhum,94
A5062924267,Kan Yan Chloe Li,94
A5077255375,Miao Long,94
A5109815029,Aleksandra Michalak,94
A5074165525,Angeline Pesala,94
A5009081109,Armalya Pritazahra,94
A5039682543,Snezhana Oliferenko,94
A5044663367,Lori E Corbani,94
A5085879565,Cynthia L. Smith,94
A5076579034,Alayne Cuzick,94
A5080581985,James Seager,94
A5056354760,Laurel Cooper,94
A5037549619,Justin Elser,94
A5054976266,Parul Gupta,94
A5034396049,Sushma Naithani,94
A5024417869,Manuel Lera-Ramírez,94
A5037969758,Jeffrey L De Pons,94
A5090930718,Stuart R. Miyasato,94
A5076684723,Marek S. Skrzypek,94
A5034668510,Shuai Weng,94
A5047406019,Edith D. Wong,94
A5061139485,Erika Bakker,94
A5107244756,Eric D. Green,3
A5017333664,Anne E. Magurran,17
A5000376962,Brian J. McGill,17
A5006438761,Robert Y. Cavana,2
A5039082059,Brian L. Delahaye,2
A5068528515,Ana Reyna,4
A5083570599,Cristian Martín,4
A5045189398,Jaime Chen,4
A5043766643,Enrique Soler,4
A5087282834,Manuel Dı́az,4
A5090526061,Cláudia S. Sarrico,5
A5059210940,Sam Scheiner,0
A5103753717,Ann E. Smith,0
A5083768969,A. Murat Eren,6
A5065085763,Özcan C. Esen,6
A5030580316,Christopher Quince,6
A5071426768,Joseph H. Vineis,6
A5029254834,Hilary G. Morrison,6
A5029144285,Mitchell L. Sogin,6
A5028531834,Tom O. Delmont,6
A5101532092,Abhijit Guha,3
A5076693618,Dhruv Grewal,3
A5037418745,Timna Breßgott,3
A5001814176,Fabrice André,89
A5086379442,Mónica Arnedos,89
A5062308537,Alexander S. Baras,89
A5004300577,José Baselga,89
A5041145711,Philippe L. Bédard,89
A5037092952,Michael F. Berger,89
A5015421052,Mariska Bierkens,89
A5104097888,Fabien Calvo,89
A5054057834,Kristen K. Dang,89
A5044143691,Nancy E. Davidson,89
A5063474492,Catherine Del Vecchio Fitz,89
A5041511123,Semih Doğan,89
A5090373031,Raymond N. DuBois,89
A5022657765,Matthew D. Ducar,89
A5067102201,P. Andrew Futreal,89
A5110223512,Francisco Moacir Pinheiro Garcia,89
A5015799751,Stuart M. Gardos,89
A5026776372,Christopher D. Gocke,89
A5080308005,Justin Guinney,89
A5030464190,Stephanie Hintzen,89
A5043980504,Hugo M. Horlings,89
A5068850297,Jan Hudeček,89
A5068193017,David M. Hyman,89
A5086730784,Suzanne Kamel‐Reid,89
A5009112568,Cyriac Kandoth,89
A5088425267,Walter Kinyua,89
A5011878961,Priti Kumari,89
A5104109891,Céline Lefèbvre,89
A5033331204,Michele L. Lenoue-Newton,89
A5050222564,Eva M. Lepisto,89
A5030770357,Mia Levy,89
A5035004148,Neal I. Lindeman,89
A5064325544,James Lindsay,89
A5100739514,David Liu,89
A5005732843,Zhibin Lu,89
A5088965709,Laura E. MacConaill,89
A5036083644,Ian Maurer,89
A5028719276,David S. Maxwell,89
A5077029853,Gerrit A. Meijer,89
A5076426660,Funda Meric‐Bernstam,89
A5063641807,Christine Micheel,89
A5056224038,Clinton Miller,89
A5042793052,Nathanael D. Moore,89
A5079501701,Petra M. Nederlof,89
A5059647545,John A. Orechia,89
A5091723009,Ben Ho Park,89
A5072207500,Trevor J. Pugh,89
A5074845302,Brendan Reardon,89
A5060446154,Barrett J. Rollins,89
A5045943632,Mark J. Routbort,89
A5034963668,Charles L. Sawyers,89
A5088893766,Deborah Schrag,89
A5067055882,Kenna Shaw,89
A5017624277,Priyanka Shivdasani,89
A5000204204,Lillian L. Siu,89
A5102710156,David B. Solit,89
A5048535376,Gabe S. Sonke,89
A5110246280,Jean Charles Soria,89
A5066011359,Parin Sripakdeevong,89
A5005430646,Natalie Stickle,89
A5071523883,Thomas Stricker,89
A5059836393,Shawn M. Sweeney,89
A5053532132,Barry S. Taylor,89
A5044976762,Jelle J. ten Hoeve,89
A5078843841,Stacy B. Thomas,89
A5039044023,Eliezer M. Van Allen,89
A5014135109,Laura van ’t Veer,89
A5042818392,Tony van de Velde,89
A5031176507,Harm van Tinteren,89
A5006560755,Victor E. Velculescu,89
A5035022718,Carl Virtanen,89
A5060207753,Emile E. Voest,89
A5001778694,Lucy Lu Wang,89
A5086884743,Chetna Wathoo,89
A5032150107,Stuart Watt,89
A5062030678,Celeste Yu,89
A5068469075,Thomas Yu,89
A5111547080,Emily Yu,89
A5013778834,Ahmet Zehir,93
A5100777470,Hongxin Zhang,89
A5057838960,William J. Murdoch,4
A5017514239,Chandan Singh,4
A5029714016,Reza Abbasi-Asl,4
A5100646137,Bin Yu,4
A5032597774,Patrick J. Curran,3
A5079209268,Daniel J. Bauer,1
A5109908960,A. W. F. Edwards,1
A5003589225,J Ott,1
A5100760218,Zhi Zhou,5
A5100385692,Xu Chen,5
A5100738931,En Li,5
A5055161955,Liekang Zeng,5
A5063549704,Ke Luo,5
A5027033026,Junshan Zhang,5
A5009368181,Joie Ensor,8
A5049252097,Kym I E Snell,8
A5042352003,Frank E. Harrell,8
A5026108472,Glen P. Martin,8
A5083104697,Karel G.M. Moons,12
A5060891981,Gary S. Collins,14
A5067519537,Maarten van Smeden,8
A5087063301,Lyn Richards,0
A5109308582,Chêng Hsiao,0
A5034574728,Alice B. Popejoy,1
A5012859357,Stephanie M. Fullerton,1
A5042926577,José M. Padial,3
A5026074661,Aurélien Miralles,3
A5088691677,Ignacio De la Riva,3
A5027223455,Miguel Vences,3
A5017019326,Pervez Ghauri,2
A5069417623,Kjell Grønhaug,2
A5108187434,Wayne E. Nelson,3
A5109687163,Yuen-Chai Tong,3
A5077907941,J K Lee,3
A5045884538,F Halberg,3
A5012222147,Nick Black,0
A5112235197,John Doe,0
A5078251011,Henry Brighton,1
A5039104219,Guansong Pang,3
A5006294869,Chunhua Shen,3
A5000798681,Longbing Cao,3
A5006534137,Rossitza Setchi,3
A5016380277,Ivan Jordanov,3
A5003674186,Robert J. Howlett,3
A5108075502,Lakhmi C. Jain,3
A5110349370,Michel Callon,2
A5110009605,J Courtial,2
A5033717573,Françoise Laville,2
A5110969892,Norden E. Huang,1
A5087187626,Zhaohua Wu,1
A5101670626,Riccardo Poli,2
A5112258107,William B. Langdon,2
A5007077416,Nicholas Freitag McPhee,2
A5061425161,Prashant V. Kamat,0
A5077493578,William J. Sutherland,3
A5006797117,Andrew S. Pullin,4
A5082522017,Paul M. Dolman,3
A5046292906,Teri Knight,3
A5079518831,Keith G. Provan,2
A5038549160,Amy Fish,2
A5058671187,Jörg Sydow,2
A5079107212,Rym Boulkedid,4
A5027611835,Hendy Abdoul,4
A5007414973,Marine Loustau,4
A5007403756,Olivier Sibony,4
A5036577995,Corinne Alberti,4
A5077778976,M.R. Banham,1
A5048650003,Aggelos K. Katsaggelos,1
A5108099257,Paul D. N. H Ebert,1
A5110134501,S. A. Barnett,0
A5087882199,Denis McQuail,0
A5051702844,Felix Scholkmann,6
A5061357288,Stefan Kleiser,6
A5068125473,Andreas Metz,6
A5018537656,Raphael Zimmermann,6
A5009274269,Juan Mata Pavia,6
A5067262680,Ursula Wolf,6
A5073005521,Martin Wolf,6
A5091284629,Charles R. Ebersole,3
A5088937298,Alexander C. DeHaven,3
A5043865112,David Thomas Mellor,3
A5057600294,Bertram Ludäscher,8
A5028701796,İlkay Altıntaş,8
A5036716822,Chad Berkley,8
A5008154232,Dan Higgins,8
A5018221130,E. Jaeger,8
A5081390013,Matthew B. Jones,8
A5009831760,Edward A. Lee,8
A5100845026,Jing Tao,8
A5101996979,Yang Zhao,8
A5054572740,Willem M. de Vos,3
A5050626665,Herbert Tilg,3
A5042192451,Matthias Van Hul,3
A5070336660,Patrice D. Cani,3
A5103963171,Rachel Jordan,2
A5071393935,Peymané Adab,2
A5019779203,Kar Keung Cheng,2
A5047579444,Achal Dhariwal,5
A5109264362,Jasmine Chong,7
A5045308624,Salam M. Habib,5
A5082836266,Irah L. King,5
A5014569062,Luis B. Agellon,5
A5073663029,Jianguo Xia,14
A5066696247,Gueorgi Kossinets,1
A5045551872,Gabriel L. Schlomer,2
A5050632803,Sheri Bauman,2
A5000591994,Noel A. Card,2
A5067199285,Audris Mockus,2
A5000608628,Roy T. Fielding,2
A5056032814,James D. Herbsleb,2
A5100631479,Shuai Wang,2
A5080992296,Ana-Maria Popescu,1
A5110184338,Oren Etzioni,1
A5040571473,David Jones,4
A5021207555,Chris Snider,4
A5090382744,Aydin Nassehi,4
A5088800687,Jason Yon,4
A5020406696,Ben Hicks,4
A5079101342,Peter Bhlmann,1
A5033661683,Sara van de Geer,2
A5112007647,James E. Mark,0
A5109877919,Jonathan L. Herlocker,2
A5028357447,John Riedl,2
A5000793722,M. S. Dresselhaus,2
A5071443193,G. Dresselhaus,2
A5039879536,Phaedon Avouris,2
A5047122287,Adrian Bowman,1
A5003527982,Adelchi Azzalini,1
A5067621853,Alon Halevy,4
A5044708805,Fernando Pereira,2
A5037231711,Craig Lockwood,2
A5073208432,Zachary Munn,5
A5081723617,Kylie Porritt,2
A5014401839,J.D. Aplevich,0
A5032874512,Jody Fitzpatrick,2
A5036207014,James R. Sanders,2
A5031966340,Blaine R. Worthen,2
A5082742221,Margaret E. Roberts,7
A5031463408,Christopher Lucas,7
A5041923525,Jetson Leder‐Luis,7
A5020189261,Shana Kushner Gadarian,7
A5063124604,Bethany Albertson,7
A5056499434,David G. Rand,7
A5082016079,Arch G. Woodside,1
A5047313495,Zoltán J. Ács,2
A5065544460,Attila Varga,2
A5040164786,Niroshinie Fernando,2
A5049314231,Seng W. Loke,2
A5052695968,Wenny Rahayu,2
A5008740510,Himel Mallick,19
A5050595648,Ali Rahnavard,19
A5101896312,Siyuan Ma,19
A5091823129,Yancong Zhang,19
A5100623040,Long H. Nguyen,19
A5049288816,Timothy L. Tickle,19
A5021685640,George Weingart,19
A5049679555,Boyu Ren,19
A5068121952,Emma Schwager,19
A5076220623,Suvo Chatterjee,19
A5011222294,Kelsey N. Thompson,19
A5067395204,Jeremy E. Wilkinson,19
A5031387460,Ayshwarya Subramanian,19
A5053860485,Yiren Lu,19
